Trip_ID,Person_ID,Year,Total_Stops,Trip_Count,Start_Time,Arrival_Time,Trip_Time,Travel_Time,Wait_Time,Duration,Total_Distance,Original_Place_1,Original_Place_2,Original_Purpose_1,Original_Purpose_2,Destination_1,Destination_2,Dest_Purpose_1,Dest_Purpose_2,Starting_LGA,Ending_LGA,Trip_Purpose,Link_Mode,Dist_1,Dist_2,Dist_3,Dist_4,Dist_5,Dist_6,Dist_7,Mode_1,Mode_2,Mode_3,Mode_4,Mode_5,Mode_6,Mode_7,Time_1,Time_2,Time_3,Time_4,Time_5,Time_6,Time_7
Y14H0880211P03T02,Y14H0880211P03,2014,3,2,1050,1115,65,60,5,0.0,31.25,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Knox (C),Change Mode,Train,0.39,22.72,8.14,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Driver,0,0,0,0,5,35.0,20.0,0.0,0.0,0.0,0.0
Y14H0880214P04T01,Y14H0880214P04,2014,3,1,540,615,75,70,5,735.0,28.45,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Knox (C),Melbourne (C),Work Related,Train,7.18,20.99,0.28,0.0,0.0,0.0,0.0,Vehicle Passenger,Train,Walking,0,0,0,0,15,45.0,10.0,0.0,0.0,0.0,0.0
Y14H0880214P04T02,Y14H0880214P04,2014,3,2,1350,1425,75,65,10,0.0,32.42,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Knox (C),Change Mode,Train,0.28,24.96,7.18,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Passenger,0,0,0,0,10,40.0,15.0,0.0,0.0,0.0,0.0
Y14H0880217P01T02,Y14H0880217P01,2014,3,2,455,550,95,85,10,475.0,19.83,Place of Education,Secondary School,Pick-up or Drop-off Someone,Someone picked-up or delivered,Workplace,My Workplace,Work Related,Own Workplace,Monash (C),Melbourne (C),Work Related,Train,1.13,17.77,0.93,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,10,55.0,20.0,0.0,0.0,0.0,0.0
Y14H0880217P01T03,Y14H0880217P01,2014,4,3,1025,1115,90,82,8,0.0,33.9,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Knox (C),Change Mode,Train,0.93,21.74,0.57,10.66,0.0,0.0,0.0,Walking,Train,Walking,Vehicle Driver,0,0,0,10,45.0,7.0,20.0,0.0,0.0,0.0
Y14H0880217P04T02,Y14H0880217P04,2014,4,2,915,975,60,50,10,0.0,13.19,Place of Education,Secondary School,Education,At school,Accommodation,Survey Home,At or Go Home,Go home,Monash (C),Knox (C),Change Mode,Train,1.03,3.22,6.77,2.17,0.0,0.0,0.0,Walking,Train,Public Bus,Walking,0,0,0,10,5.0,25.0,10.0,0.0,0.0,0.0
Y14H0880219P03T01,Y14H0880219P03,2014,4,1,410,465,55,48,7,870.0,29.95,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Knox (C),Melbourne (C),Work Related,Train,2.26,6.77,20.73,0.19,0.0,0.0,0.0,Walking,Public Bus,Train,Walking,0,0,0,8,15.0,20.0,5.0,0.0,0.0,0.0
Y14H0880223P02T01,Y14H0880223P02,2014,3,1,480,547,67,60,7,533.0,21.86,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Monash (C),Melbourne (C),Work Related,Train,0.54,20.99,0.33,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,15,38.0,7.0,0.0,0.0,0.0,0.0
Y14H0880223P02T02,Y14H0880223P02,2014,3,2,1080,1155,75,71,4,0.0,25.83,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Monash (C),Change Mode,Train,0.33,24.96,0.54,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,46.0,15.0,0.0,0.0,0.0,0.0
Y14H0880225P01T01,Y14H0880225P01,2014,3,1,387,427,40,38,2,533.0,22.79,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Monash (C),Melbourne (C),Work Related,Train,0.54,21.86,0.39,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,3,30.0,5.0,0.0,0.0,0.0,0.0
Y14H0880225P01T02,Y14H0880225P01,2014,3,2,960,999,39,38,1,0.0,22.79,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Monash (C),Change Mode,Train,0.39,21.86,0.54,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,30.0,3.0,0.0,0.0,0.0,0.0
Y14H0880225P02T01,Y14H0880225P02,2014,3,1,315,359,44,37,7,511.0,22.75,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Monash (C),Melbourne (C),Work Related,Train,0.54,21.86,0.35,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,30.0,2.0,0.0,0.0,0.0,0.0
Y14H0880225P02T02,Y14H0880225P02,2014,3,2,870,910,40,38,2,0.0,22.75,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Monash (C),Change Mode,Train,0.35,21.86,0.54,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,3,30.0,5.0,0.0,0.0,0.0,0.0
Y14H0880226P01T02,Y14H0880226P01,2014,2,2,662,710,48,48,0,10.0,21.28,Transport Feature,Train Station,Social,Visited someone,Accommodation,Someone Else's Home,Social,Visited someone,Monash (C),Melbourne (C),Social,Train,20.73,0.55,0.0,0.0,0.0,0.0,0.0,Train,Walking,0,0,0,0,0,43,5.0,0.0,0.0,0.0,0.0,0.0
Y14H0880226P01T04,Y14H0880226P01,2014,5,4,900,970,70,70,0,0.0,28.25,Shops,Market,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Monash (C),Change Mode,Train,0.57,1.91,0.17,24.96,0.64,0.0,0.0,Walking,Tram,Walking,Train,Walking,0,0,5,10.0,5.0,40.0,10.0,0.0,0.0
Y14H0880232P03T01,Y14H0880232P03,2014,3,1,480,570,90,90,0,460.0,22.74,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Monash (C),Melbourne (C),Work Related,Train,0.64,21.86,0.24,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,20,60.0,10.0,0.0,0.0,0.0,0.0
Y14H0880232P03T02,Y14H0880232P03,2014,3,2,1030,1100,70,70,0,0.0,22.74,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Monash (C),Change Mode,Train,0.24,21.86,0.64,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,40.0,20.0,0.0,0.0,0.0,0.0
Y14H0880238P01T01,Y14H0880238P01,2014,3,1,360,430,70,63,7,590.0,22.28,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Monash (C),Melbourne (C),Work Related,Train,0.81,20.99,0.48,0.0,0.0,0.0,0.0,Bicycle,Train,Walking,0,0,0,0,10,44.0,9.0,0.0,0.0,0.0,0.0
Y14H0880238P01T02,Y14H0880238P01,2014,3,2,1020,1088,68,61,7,0.0,26.25,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Monash (C),Change Mode,Train,0.48,24.96,0.81,0.0,0.0,0.0,0.0,Walking,Train,Bicycle,0,0,0,0,10,44.0,7.0,0.0,0.0,0.0,0.0
Y14H0880240P02T01,Y14H0880240P02,2014,5,1,540,612,72,58,14,158.0,25.11,Accommodation,Survey Home,At Home,At home,Recreational Place,Sport Ground or Oval,Social,Social (NEC),Monash (C),Melbourne (C),Social,Train,0.81,18.43,0.25,5.38,0.24,0.0,0.0,Vehicle Passenger,Train,Walking,Tram,Walking,0,0,3,41.0,7.0,5.0,2.0,0.0,0.0
Y14H0880240P02T02,Y14H0880240P02,2014,5,2,770,828,58,45,13,0.0,25.11,Recreational Place,Sport Ground or Oval,Social,Social (NEC),Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Monash (C),Change Mode,Train,0.24,5.38,0.25,18.43,0.81,0.0,0.0,Walking,Tram,Walking,Train,Vehicle Passenger,0,0,3,4.0,5.0,30.0,3.0,0.0,0.0
Y14H0880403P03T01,Y14H0880403P03,2014,3,1,465,527,62,62,0,498.0,16.66,Accommodation,Survey Home,At Home,At home,Workplace,Workplace NEC,Work Related,Own Workplace,Brimbank (C),Melbourne (C),Work Related,Train,2.65,13.81,0.19,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,15,40.0,7.0,0.0,0.0,0.0,0.0
Y14H0880403P03T02,Y14H0880403P03,2014,3,2,1025,1095,70,50,20,45.0,16.65,Workplace,Workplace NEC,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Brimbank (C),Change Mode,Train,0.19,13.81,2.65,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Driver,0,0,0,0,10,30.0,10.0,0.0,0.0,0.0,0.0
Y14H0880438P01T01,Y14H0880438P01,2014,3,1,300,370,70,50,20,515.0,14.52,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Moonee Valley (C),Melbourne (C),Work Related,Train,5.32,8.34,0.86,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,20,20.0,10.0,0.0,0.0,0.0,0.0
Y14H0880438P01T02,Y14H0880438P01,2014,3,2,885,960,75,75,0,0.0,14.52,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Moonee Valley (C),Change Mode,Train,0.86,8.34,5.32,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Driver,0,0,0,0,15,20.0,40.0,0.0,0.0,0.0,0.0
Y14H0880438P02T01,Y14H0880438P02,2014,3,1,300,370,70,50,20,515.0,14.52,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Moonee Valley (C),Melbourne (C),Work Related,Train,5.32,8.34,0.86,0.0,0.0,0.0,0.0,Vehicle Passenger,Train,Walking,0,0,0,0,20,20.0,10.0,0.0,0.0,0.0,0.0
Y14H0880438P02T02,Y14H0880438P02,2014,3,2,885,960,75,75,0,0.0,14.52,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Moonee Valley (C),Change Mode,Train,0.86,8.34,5.32,0.0,0.0,0.0,0.0,Walking,Train,Vehicle Passenger,0,0,0,0,15,20.0,40.0,0.0,0.0,0.0,0.0
Y14H0890205P01T01,Y14H0890205P01,2014,3,1,450,482,32,29,3,220.0,9.97,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Boroondara (C),Melbourne (C),Work Related,Train,0.84,8.71,0.42,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,13.0,6.0,0.0,0.0,0.0,0.0
Y14H0890205P01T04,Y14H0890205P01,2014,3,4,930,958,28,25,3,92.0,9.97,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Boroondara (C),Change Mode,Train,0.42,8.71,0.84,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,4,13.0,8.0,0.0,0.0,0.0,0.0
Y14H0890208P01T01,Y14H0890208P01,2014,5,1,495,552,57,49,8,18.0,11.1,Accommodation,Survey Home,At Home,At home,Social Place,Restaurant or Cafe,Social,Ate or drank,Boroondara (C),Melbourne (C),Social,Train,0.84,8.71,0.1,1.33,0.12,0.0,0.0,Walking,Train,Walking,Tram,Walking,0,0,20,20.0,2.0,5.0,2.0,0.0,0.0
Y14H0890208P01T04,Y14H0890208P01,2014,3,4,650,710,60,54,6,175.0,14.5,Social Place,Gallery or Museum,Social,Social (NEC),Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Boroondara (C),Change Mode,Train,0.72,12.94,0.84,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,15,29.0,10.0,0.0,0.0,0.0,0.0
Y14H0890212P01T03,Y14H0890212P01,2014,3,3,780,840,60,43,17,60.0,10.21,Accommodation,Survey Home,At Home,At home,Workplace,Another Workplace,Work Related,Employer's Business,Boroondara (C),Melbourne (C),Work Related,Train,0.76,8.97,0.48,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,23.0,10.0,0.0,0.0,0.0,0.0
Y14H0890212P01T04,Y14H0890212P01,2014,3,4,900,940,40,35,5,80.0,14.18,Workplace,Another Workplace,Work Related,Employer's Business,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Boroondara (C),Change Mode,Train,0.48,12.94,0.76,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,20.0,5.0,0.0,0.0,0.0,0.0
Y14H0890215P01T01,Y14H0890215P01,2014,3,1,780,820,40,35,5,0.0,5.49,Accommodation,Survey Home,At Home,At home,Accommodation,Someone Else's Home,Personal Business,Stayed overnight,Boroondara (C),Boroondara (C),Personal Business,Train,0.68,3.32,1.49,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,7.0,18.0,0.0,0.0,0.0,0.0
Y14H0890215P02T01,Y14H0890215P02,2014,3,1,960,1030,70,62,8,270.0,10.26,Accommodation,Survey Home,At Home,At home,Workplace,Another Workplace,Work Related,Employer's Business,Boroondara (C),Melbourne (C),Work Related,Train,0.68,8.97,0.61,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,20,37.0,5.0,0.0,0.0,0.0,0.0
Y14H0890230P03T01,Y14H0890230P03,2014,3,1,1020,1069,49,39,10,127.0,20.87,Accommodation,Survey Home,At Home,At home,Place of Education,Tertiary,Education,At Uni/Tech,Kingston (C) (Vic.),Glen Eira (C),Education,Train,0.6,19.88,0.39,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,30.0,4.0,0.0,0.0,0.0,0.0
Y14H0890230P03T02,Y14H0890230P03,2014,3,2,1196,1240,44,39,5,0.0,20.87,Place of Education,Tertiary,Education,At Uni/Tech,Accommodation,Survey Home,At or Go Home,Go home,Glen Eira (C),Kingston (C) (Vic.),Change Mode,Train,0.39,19.88,0.6,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,4,30.0,5.0,0.0,0.0,0.0,0.0
Y14H0890231P01T01,Y14H0890231P01,2014,3,1,430,439,9,9,0,40.0,3.49,Accommodation,Survey Home,At Home,At home,Social Place,Restaurant or Cafe,Social,Ate or drank,Kingston (C) (Vic.),Kingston (C) (Vic.),Social,Train,0.73,2.62,0.14,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,3.0,1.0,0.0,0.0,0.0,0.0
Y14H0890231P01T02,Y14H0890231P01,2014,3,2,479,490,11,9,2,0.0,3.49,Social Place,Restaurant or Cafe,Social,Ate or drank,Accommodation,Survey Home,At or Go Home,Go home,Kingston (C) (Vic.),Kingston (C) (Vic.),Change Mode,Train,0.14,2.62,0.73,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,1,3.0,5.0,0.0,0.0,0.0,0.0
Y14H0890234P03T01,Y14H0890234P03,2014,3,1,1210,1260,50,40,10,165.0,7.18,Accommodation,Survey Home,At Home,At home,Accommodation,Someone Else's Home,Social,Visited someone,Kingston (C) (Vic.),Kingston (C) (Vic.),Social,Train,0.73,5.95,0.5,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,15.0,15.0,0.0,0.0,0.0,0.0
Y14H0890240P02T03,Y14H0890240P02,2014,3,3,555,630,75,65,10,360.0,31.42,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Kingston (C) (Vic.),Melbourne (C),Work Related,Train,0.6,30.43,0.39,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,15,40.0,10.0,0.0,0.0,0.0,0.0
Y14H0890426P03T01,Y14H0890426P03,2014,1,1,660,690,30,30,0,390.0,23.08,Accommodation,Survey Home,At Home,At home,Shops,Shopping Centre,Pick-up or Drop-off Someone,Someone picked-up or delivered,Brimbank (C),Maribyrnong (C),Pick-up or Drop-off Someone,Train,23.08,0.0,0.0,0.0,0.0,0.0,0.0,Train,0,0,0,0,0,0,30,0.0,0.0,0.0,0.0,0.0,0.0
Y14H0890518P01T01,Y14H0890518P01,2014,3,1,600,687,87,60,27,18.0,24.16,Accommodation,Survey Home,At Home,At home,Shops,Retail NEC,Buy Something,Bought something,Hobsons Bay (C),Melbourne (C),Buy Something,Train,4.0,19.77,0.39,0.0,0.0,0.0,0.0,Vehicle Driver,Train,Walking,0,0,0,0,15,38.0,7.0,0.0,0.0,0.0,0.0
Y14H0890518P01T05,Y14H0890518P01,2014,4,5,990,1090,100,65,35,0.0,26.02,Shops,Shopping Centre,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Hobsons Bay (C),Change Mode,Train,0.49,13.55,7.98,4.0,0.0,0.0,0.0,Walking,Train,Train,Vehicle Driver,0,0,0,10,20.0,20.0,15.0,0.0,0.0,0.0
Y14H0890526P01T01,Y14H0890526P01,2014,3,1,500,530,30,23,7,315.0,8.93,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Maribyrnong (C),Melbourne (C),Work Related,Train,1.21,7.54,0.18,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,10.0,3.0,0.0,0.0,0.0,0.0
Y14H0890528P04T03,Y14H0890528P04,2014,5,3,740,790,50,41,9,65.0,10.41,Accommodation,Survey Home,At Home,At home,Shops,Retail NEC,Buy Something,Bought something,Maribyrnong (C),Melbourne (C),Buy Something,Train,1.02,8.77,0.07,0.23,0.32,0.0,0.0,Walking,Train,Walking,Tram,Walking,0,0,12,22.0,2.0,2.0,3.0,0.0,0.0
Y14H0890528P04T04,Y14H0890528P04,2014,5,4,855,902,47,31,16,0.0,12.18,Shops,Retail NEC,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Maribyrnong (C),Change Mode,Train,0.32,0.23,0.07,10.54,1.02,0.0,0.0,Walking,Tram,Walking,Train,Walking,0,0,1,2.0,2.0,17.0,9.0,0.0,0.0
Y14H0890532P01T01,Y14H0890532P01,2014,4,1,450,485,35,32,3,535.0,8.49,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Maribyrnong (C),Melbourne (C),Work Related,Train,1.04,5.83,1.43,0.19,0.0,0.0,0.0,Walking,Train,Train,Walking,0,0,0,12,10.0,5.0,5.0,0.0,0.0,0.0
Y14H0890532P01T02,Y14H0890532P01,2014,4,2,1020,1055,35,30,5,0.0,8.49,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Maribyrnong (C),Change Mode,Train,0.19,1.43,5.83,1.04,0.0,0.0,0.0,Walking,Train,Train,Walking,0,0,0,5,5.0,10.0,10.0,0.0,0.0,0.0
Y14H0890536P01T01,Y14H0890536P01,2014,3,1,490,525,35,32,3,545.0,10.45,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Maribyrnong (C),Melbourne (C),Work Related,Train,0.92,8.77,0.76,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,9,18.0,5.0,0.0,0.0,0.0,0.0
Y14H0890536P01T02,Y14H0890536P01,2014,3,2,1070,1123,53,45,8,0.0,12.22,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Maribyrnong (C),Change Mode,Train,0.76,10.54,0.92,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,6,31.0,8.0,0.0,0.0,0.0,0.0
Y14H0890538P02T01,Y14H0890538P02,2014,3,1,465,505,40,36,4,475.0,15.35,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Maribyrnong (C),Brimbank (C),Work Related,Train,0.99,14.11,0.25,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,21.0,5.0,0.0,0.0,0.0,0.0
Y14H0890538P02T02,Y14H0890538P02,2014,3,2,980,1020,40,39,1,0.0,15.35,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Brimbank (C),Maribyrnong (C),Change Mode,Train,0.25,14.11,0.99,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,4,25.0,10.0,0.0,0.0,0.0,0.0
Y14H0900118P01T01,Y14H0900118P01,2014,4,1,420,480,60,56,4,270.0,26.07,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Manningham (C),Melbourne (C),Work Related,Train,0.23,4.8,20.18,0.86,0.0,0.0,0.0,Walking,Public Bus,Train,Walking,0,0,0,5,12.0,29.0,10.0,0.0,0.0,0.0
Y14H0900129P03T01,Y14H0900129P03,2014,3,1,480,505,25,23,2,410.0,9.2,Accommodation,Survey Home,At Home,At home,Workplace,Workplace NEC,Work Related,Own Workplace,Whitehorse (C),Whitehorse (C),Work Related,Train,0.95,8.05,0.0,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,10.0,3.0,0.0,0.0,0.0,0.0
Y14H0900129P03T02,Y14H0900129P03,2014,3,2,915,940,25,24,1,0.0,9.13,Workplace,Workplace NEC,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Whitehorse (C),Whitehorse (C),Change Mode,Train,0.0,8.05,0.95,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,2,10.0,12.0,0.0,0.0,0.0,0.0
Y14H0900202P01T01,Y14H0900202P01,2014,3,1,485,530,45,39,6,570.0,15.69,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Glen Eira (C),Melbourne (C),Work Related,Train,0.32,14.86,0.51,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,4,30.0,5.0,0.0,0.0,0.0,0.0
Y14H0900202P01T02,Y14H0900202P01,2014,3,2,1100,1147,47,40,7,0.0,15.69,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Glen Eira (C),Change Mode,Train,0.51,14.86,0.32,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,30.0,5.0,0.0,0.0,0.0,0.0
Y14H0900202P02T01,Y14H0900202P02,2014,3,1,630,695,65,40,25,45.0,13.18,Accommodation,Survey Home,At Home,At home,Shops,Department or Discount Store,Buy Something,Bought something,Glen Eira (C),Melbourne (C),Buy Something,Train,0.32,12.23,0.63,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,20.0,15.0,0.0,0.0,0.0,0.0
Y14H0900202P02T04,Y14H0900202P02,2014,3,4,810,885,75,61,14,0.0,17.38,Shops,Shopping Centre,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Glen Eira (C),Change Mode,Train,0.96,16.09,0.32,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,30,27.0,4.0,0.0,0.0,0.0,0.0
Y14H0900202P03T01,Y14H0900202P03,2014,3,1,630,695,65,40,25,45.0,13.18,Accommodation,Survey Home,At Home,At home,Shops,Department or Discount Store,Buy Something,Bought something,Glen Eira (C),Melbourne (C),Buy Something,Train,0.32,12.23,0.63,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,20.0,15.0,0.0,0.0,0.0,0.0
Y14H0900202P03T04,Y14H0900202P03,2014,3,4,810,885,75,61,14,0.0,17.38,Shops,Shopping Centre,Buy Something,Bought something,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Glen Eira (C),Change Mode,Train,0.96,16.09,0.32,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,30,27.0,4.0,0.0,0.0,0.0,0.0
Y14H0900202P04T01,Y14H0900202P04,2014,3,1,630,695,65,40,25,45.0,13.18,Accommodation,Survey Home,At Home,At home,Shops,Department or Discount Store,Accompany Someone,Accompanied someone,Glen Eira (C),Melbourne (C),Accompany Someone,Train,0.32,12.23,0.63,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,20.0,15.0,0.0,0.0,0.0,0.0
Y14H0900202P04T04,Y14H0900202P04,2014,3,4,810,885,75,61,14,0.0,17.38,Shops,Shopping Centre,Accompany Someone,Accompanied someone,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Glen Eira (C),Change Mode,Train,0.96,16.09,0.32,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,30,27.0,4.0,0.0,0.0,0.0,0.0
Y14H0900209P02T01,Y14H0900209P02,2014,4,1,450,500,50,44,6,540.0,15.69,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Glen Eira (C),Melbourne (C),Work Related,Train,0.32,9.66,5.25,0.46,0.0,0.0,0.0,Walking,Train,Train,Walking,0,0,0,5,18.0,11.0,10.0,0.0,0.0,0.0
Y14H0900209P02T02,Y14H0900209P02,2014,3,2,1040,1100,60,55,5,0.0,15.64,Workplace,My Workplace,Work Related,Own Workplace,Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Glen Eira (C),Change Mode,Train,0.46,14.86,0.32,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,10,35.0,10.0,0.0,0.0,0.0,0.0
Y14H0900220P01T01,Y14H0900220P01,2014,5,1,330,405,75,60,15,45.0,35.75,Accommodation,Survey Home,At Home,At home,Transport Feature,Airport,Other Purpose,Other (NEC),Glen Eira (C),Hume (C),Other Purpose,Train,0.32,14.86,0.25,19.91,0.41,0.0,0.0,Walking,Train,Walking,Public Bus,Walking,0,0,5,15.0,10.0,25.0,5.0,0.0,0.0
Y14H0900232P01T02,Y14H0900232P01,2014,3,2,485,545,60,57,3,205.0,28.2,Accommodation,Survey Home,At Home,At home,Workplace,My Workplace,Work Related,Own Workplace,Glen Eira (C),Frankston (C),Work Related,Train,0.19,27.4,0.61,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,3,44.0,10.0,0.0,0.0,0.0,0.0
Y14H0900232P01T06,Y14H0900232P01,2014,3,6,1041,1100,59,52,7,70.0,27.67,Place of Personal Business,Bank or Financial Institution,Personal Business,Personal business (eg banking),Accommodation,Survey Home,At or Go Home,Go home,Frankston (C),Glen Eira (C),Change Mode,Train,0.08,27.4,0.19,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,4,43.0,5.0,0.0,0.0,0.0,0.0
Y14H0900232P02T01,Y14H0900232P02,2014,4,1,606,652,46,43,3,33.0,19.02,Accommodation,Survey Home,At Home,At home,Workplace,Workplace NEC,Personal Business,Personal Business (NEC),Glen Eira (C),Melbourne (C),Personal Business,Train,0.19,15.29,3.36,0.19,0.0,0.0,0.0,Walking,Train,Train,Walking,0,0,0,2,29.0,4.0,8.0,0.0,0.0,0.0
Y14H0900232P02T08,Y14H0900232P02,2014,3,8,1075,1107,32,28,4,3.0,19.79,Recreational Place,Recreational NEC,Recreational,Other recreational (eg. exercise),Accommodation,Survey Home,At or Go Home,Go home,Melbourne (C),Glen Eira (C),Change Mode,Train,0.45,19.16,0.19,0.0,0.0,0.0,0.0,Walking,Train,Walking,0,0,0,0,5,20.0,3.0,0.0,0.0,0.0,0.0
